,Ultimo,Apertura,Massimo,Minimo
2020-02-13,24892.15,24769.05,24892.15,24588.46
2020-02-14,24867.01,24942.1,24983.12,24831.96
2020-02-17,25120.54,24961.76,25120.54,24903.0
2020-02-18,25223.51,24985.71,25389.46,24969.75
2020-02-19,25477.55,25352.69,25483.05,25271.72
2020-02-20,25080.16,25414.77,25419.96,25080.16
2020-02-21,24773.15,24979.32,25129.98,24670.24
2020-02-24,23427.19,23918.6,24005.21,23255.26
2020-02-25,23090.44,23585.59,23630.43,23046.19
2020-02-26,23422.54,22961.01,23599.85,22637.93
2020-02-27,22799.37,22968.63,23077.82,22479.6
2020-02-28,21984.21,22058.99,22334.72,21697.94
2020-03-02,21655.09,22333.17,22361.13,21118.83
2020-03-03,21748.2,22116.28,22340.46,21651.36
2020-03-04,21946.03,21739.8,22204.01,21499.93
2020-03-05,21554.88,22011.67,22034.94,21362.09
2020-03-06,20799.89,20986.89,21151.36,20624.42
2020-03-09,18475.91,20780.87,20780.87,18346.4
2020-03-10,17870.18,18653.9,19174.77,17771.88
2020-03-11,17928.64,18171.76,18410.29,17674.69
2020-03-12,14894.44,17654.04,17659.86,14894.44
2020-03-13,15954.29,15108.11,17545.44,15106.6
2020-03-16,14980.34,15697.47,15699.27,14153.09
2020-03-17,15314.77,15420.49,15809.66,14695.72
2020-03-18,15120.48,14985.81,15438.23,14791.72
2020-03-19,15466.97,15417.2,15844.08,15038.08
2020-03-20,15731.85,15772.98,16180.17,15616.9
2020-03-23,15559.8,15318.26,15788.7,15091.98
2020-03-24,16948.6,15977.53,16948.6,15969.74
2020-03-25,17243.68,17246.83,17830.36,16581.76
2020-03-26,17369.38,16876.51,17369.38,16834.79
2020-03-27,16822.59,17039.45,17283.44,16666.74
2020-03-30,16872.41,16855.94,16925.07,16312.9
2020-03-31,17050.94,17096.96,17292.15,16694.89
2020-04-01,16544.97,16600.06,16845.15,16500.42
2020-04-02,16834.03,16660.09,16878.3,16413.72
2020-04-03,16384.35,16742.07,16791.08,16384.35
2020-04-06,17039.31,16769.13,17053.91,16764.81
2020-04-07,17411.72,17587.81,17887.12,17177.73
2020-04-08,17380.82,17212.38,17405.79,17196.03
2020-04-09,17621.62,17685.56,17756.01,17360.48
2020-04-14,17558.43,17821.88,17831.01,17507.07
2020-04-15,16719.07,17454.94,17543.27,16719.07
2020-04-16,16768.14,17003.45,17160.91,16729.63
2020-04-17,17055.47,17152.83,17307.65,16963.93
2020-04-20,17064.14,17144.35,17155.39,16785.73
2020-04-21,16450.85,16811.87,16934.52,16450.85
2020-04-22,16765.28,16615.0,16770.44,16555.34
2020-04-23,17011.11,16925.36,17145.44,16778.15
2020-04-24,16858.89,16640.17,17155.11,16640.17
2020-04-27,17380.21,17313.48,17380.21,17163.85
