Data Source in SDW: http://sdw.ecb.europa.eu/quickview.do;jsessionid=45EE0FF60018D9E4666CC41769222512?SERIES_KEY=165.YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_10Y&start=02-05-2018&end=02-05-2020&submitOptions.x=0&submitOptions.y=0&trans=N
;YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_10Y
;Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 10-year maturity - Euro, provided by ECB
Collection:;End of period (E)
Period\Unit:;[Percent per annum ]
2020-01-30;-0,363518
2020-01-29;-0,344815
2020-01-28;-0,334660
2020-01-27;-0,347404
2020-01-24;-0,289071
2020-01-23;-0,274776
2020-01-22;-0,241326
2020-01-21;-0,202430
2020-01-20;-0,196108
2020-01-17;-0,187660
2020-01-16;-0,195281
2020-01-15;-0,184417
2020-01-14;-0,158152
2020-01-13;-0,140672
2020-01-10;-0,171635
2020-01-09;-0,170480
2020-01-08;-0,204580
2020-01-07;-0,232130
2020-01-06;-0,247426
2020-01-03;-0,222926
2020-01-02;-0,173995
2019-12-30;-0,141614
2019-12-27;-0,191106
2019-12-23;-0,183688
2019-12-20;-0,175414
2019-12-19;-0,158831
2019-12-18;-0,195464
2019-12-17;-0,226450
2019-12-16;-0,233664
2019-12-13;-0,209293
2019-12-12;-0,232764
2019-12-11;-0,250099
2019-12-10;-0,232013
2019-12-09;-0,249035
2019-12-06;-0,235251
2019-12-05;-0,228960
2019-12-04;-0,279996
2019-12-03;-0,273688
2019-12-02;-0,225677
2019-11-29;-0,297304
2019-11-28;-0,310383
2019-11-27;-0,312407
2019-11-26;-0,327279
2019-11-25;-0,306116
2019-11-22;-0,297392
2019-11-21;-0,272656
2019-11-20;-0,310912
2019-11-19;-0,284160
2019-11-18;-0,290027
2019-11-15;-0,287183
2019-11-14;-0,286818
2019-11-13;-0,251545
2019-11-12;-0,197931
2019-11-11;-0,212340
2019-11-08;-0,210371
2019-11-07;-0,220153
2019-11-06;-0,278735
2019-11-05;-0,271068
2019-11-04;-0,302145
2019-11-01;-0,344116
2019-10-31;-0,364559
2019-10-30;-0,310801
2019-10-29;-0,301160
2019-10-28;-0,280790
2019-10-25;-0,328278
2019-10-24;-0,354018
2019-10-23;-0,352855
2019-10-22;-0,326007
2019-10-21;-0,297793
2019-10-18;-0,332088
2019-10-17;-0,353318
2019-10-16;-0,340690
2019-10-15;-0,419996
2019-10-14;-0,410976
2019-10-11;-0,404815
2019-10-10;-0,435553
2019-10-09;-0,519665
2019-10-08;-0,546318
2019-10-07;-0,535857
2019-10-04;-0,539501
2019-10-03;-0,545025
2019-10-02;-0,489058
2019-10-01;-0,491146
2019-09-30;-0,521020
2019-09-27;-0,540628
2019-09-26;-0,533009
2019-09-25;-0,562556
2019-09-24;-0,541300
2019-09-23;-0,539055
2019-09-20;-0,473455
2019-09-19;-0,456476
2019-09-18;-0,455548
2019-09-17;-0,435541
2019-09-16;-0,430055
2019-09-13;-0,442853
2019-09-12;-0,526438
2019-09-11;-0,521715
2019-09-10;-0,525988
2019-09-09;-0,529792
2019-09-06;-0,587504
2019-09-05;-0,540137
2019-09-04;-0,609342
2019-09-03;-0,655882
2019-09-02;-0,645934
2019-08-30;-0,652681
2019-08-29;-0,656719
2019-08-28;-0,680313
2019-08-27;-0,642399
2019-08-26;-0,619748
2019-08-23;-0,606845
2019-08-22;-0,600993
2019-08-21;-0,632465
2019-08-20;-0,659161
2019-08-19;-0,603555
2019-08-16;-0,669439
2019-08-15;-0,656036
2019-08-14;-0,615497
2019-08-13;-0,566503
2019-08-12;-0,557057
2019-08-09;-0,538943
2019-08-08;-0,527344
2019-08-07;-0,578293
2019-08-06;-0,504452
2019-08-05;-0,490411
2019-08-02;-0,452264
2019-08-01;-0,418789
2019-07-31;-0,390459
2019-07-30;-0,372733
2019-07-29;-0,369978
2019-07-26;-0,343509
2019-07-25;-0,312848
2019-07-24;-0,355612
2019-07-23;-0,318823
2019-07-22;-0,308391
2019-07-19;-0,294212
2019-07-18;-0,273230
2019-07-17;-0,266318
2019-07-16;-0,230198
2019-07-15;-0,223993
2019-07-12;-0,180230
2019-07-11;-0,205096
2019-07-10;-0,232252
2019-07-09;-0,282898
2019-07-08;-0,318567
2019-07-05;-0,281177
2019-07-04;-0,338654
2019-07-03;-0,323303
2019-07-02;-0,295685
2019-07-01;-0,282251
2019-06-28;-0,258894
2019-06-27;-0,247654
2019-06-26;-0,255153
2019-06-25;-0,266897
2019-06-24;-0,236256
2019-06-21;-0,220986
2019-06-20;-0,258981
2019-06-19;-0,228319
2019-06-18;-0,254129
2019-06-17;-0,180184
2019-06-14;-0,192624
2019-06-13;-0,184136
2019-06-12;-0,175479
2019-06-11;-0,173244
2019-06-10;-0,161522
2019-06-07;-0,205851
2019-06-06;-0,166810
2019-06-05;-0,167142
2019-06-04;-0,146288
2019-06-03;-0,143948
2019-05-31;-0,131734
2019-05-30;-0,098635
2019-05-29;-0,110094
2019-05-28;-0,085087
2019-05-27;-0,072754
2019-05-24;-0,046132
2019-05-23;-0,050595
2019-05-22;-0,015695
2019-05-21;-0,011013
2019-05-20;-0,027946
2019-05-17;-0,044620
2019-05-16;-0,028031
2019-05-15;-0,053947
2019-05-14;-0,017224
2019-05-13;-0,001242
2019-05-10;0,021031
2019-05-09;-0,005370
2019-05-08;0,001989
2019-05-07;0,019347
2019-05-06;0,061786
2019-05-03;0,065161
2019-05-02;0,059340
2019-04-30;0,076188
2019-04-29;0,056191
2019-04-26;0,030487
2019-04-25;0,039123
2019-04-24;0,039084
2019-04-23;0,084599
2019-04-18;0,072574
2019-04-17;0,127496
2019-04-16;0,107238
2019-04-15;0,115048
2019-04-12;0,090171
2019-04-11;0,030842
2019-04-10;0,012711
2019-04-09;0,039487
2019-04-08;0,051849
2019-04-05;0,049974
2019-04-04;0,044202
2019-04-03;0,055835
2019-04-02;0,011345
2019-04-01;0,008159
2019-03-29;-0,013429
2019-03-28;-0,023267
2019-03-27;-0,033656
2019-03-26;0,028091
2019-03-25;0,032600
2019-03-22;0,015575
2019-03-21;0,092686
2019-03-20;0,136818
2019-03-19;0,157105
2019-03-18;0,134080
2019-03-15;0,131042
2019-03-14;0,130004
2019-03-13;0,114725
2019-03-12;0,114725
2019-03-11;0,109082
2019-03-08;0,121971
2019-03-07;0,130980
2019-03-06;0,181114
2019-03-05;0,216518
2019-03-04;0,224723
2019-03-01;0,254949
2019-02-28;0,228133
2019-02-27;0,196749
2019-02-26;0,160104
2019-02-25;0,158318
2019-02-22;0,147910
2019-02-21;0,183939
2019-02-20;0,145499
2019-02-19;0,154112
2019-02-18;0,156501
2019-02-15;0,149304
2019-02-14;0,134636
2019-02-13;0,177969
2019-02-12;0,177672
2019-02-11;0,149467
2019-02-08;0,120907
2019-02-07;0,147331
2019-02-06;0,195084
2019-02-05;0,215628
2019-02-04;0,205785
2019-02-01;0,187606
2019-01-31;0,187607
2019-01-30;0,215259
2019-01-29;0,226802
2019-01-28;0,228987
2019-01-25;0,224522
2019-01-24;0,215953
2019-01-23;0,265246
2019-01-22;0,268080
2019-01-21;0,288168
2019-01-18;0,281107
2019-01-17;0,267209
2019-01-16;0,258042
2019-01-15;0,238859
2019-01-14;0,242607
2019-01-11;0,248701
2019-01-10;0,267474
2019-01-09;0,301113
2019-01-08;0,310582
2019-01-07;0,288875
2019-01-04;0,274661
2019-01-03;0,246228
2019-01-02;0,227773
2018-12-28;0,316223
2018-12-27;0,303968
2018-12-21;0,301981
2018-12-20;0,285043
2018-12-19;0,304867
2018-12-18;0,310050
2018-12-17;0,321513
2018-12-14;0,319578
2018-12-13;0,315010
2018-12-12;0,319403
2018-12-11;0,301006
2018-12-10;0,309115
2018-12-07;0,329250
2018-12-06;0,294693
2018-12-05;0,331146
2018-12-04;0,344788
2018-12-03;0,372579
2018-11-30;0,369032
2018-11-29;0,388294
2018-11-28;0,417794
2018-11-27;0,409579
2018-11-26;0,428407
2018-11-23;0,403429
2018-11-22;0,438467
2018-11-21;0,430075
2018-11-20;0,414057
2018-11-19;0,446694
2018-11-16;0,431219
2018-11-15;0,423584
2018-11-14;0,472402
2018-11-13;0,456197
2018-11-12;0,446773
2018-11-09;0,473475
2018-11-08;0,507662
2018-11-07;0,498155
2018-11-06;0,482266
2018-11-05;0,481359
2018-11-02;0,484693
2018-11-01;0,457466
2018-10-31;0,434257
2018-10-30;0,425327
2018-10-29;0,447828
2018-10-26;0,411343
2018-10-25;0,450225
2018-10-24;0,452822
2018-10-23;0,464753
2018-10-22;0,491282
2018-10-19;0,484777
2018-10-18;0,510780
2018-10-17;0,515331
2018-10-16;0,535380
2018-10-15;0,549031
2018-10-12;0,556840
2018-10-11;0,579435
2018-10-10;0,602277
2018-10-09;0,590655
2018-10-08;0,584799
2018-10-05;0,595808
2018-10-04;0,563143
2018-10-03;0,498537
2018-10-02;0,478078
2018-10-01;0,539267
2018-09-28;0,509128
2018-09-27;0,548630
2018-09-26;0,563233
2018-09-25;0,565446
2018-09-24;0,540390
2018-09-21;0,493228
2018-09-20;0,520274
2018-09-19;0,519392
2018-09-18;0,503912
2018-09-17;0,490856
2018-09-14;0,482929
2018-09-13;0,461593
2018-09-12;0,432200
2018-09-11;0,465166
2018-09-10;0,436548
2018-09-07;0,419957
2018-09-06;0,404488
2018-09-05;0,427953
2018-09-04;0,378736
2018-09-03;0,366308
2018-08-31;0,371909
2018-08-30;0,392273
2018-08-29;0,442649
2018-08-28;0,416767
2018-08-27;0,405901
2018-08-24;0,386736
2018-08-23;0,370156
2018-08-22;0,358034
2018-08-21;0,355129
2018-08-20;0,324351
2018-08-17;0,324373
2018-08-16;0,334541
2018-08-15;0,334728
2018-08-14;0,348191
2018-08-13;0,352140
2018-08-10;0,350882
2018-08-09;0,400256
2018-08-08;0,427338
2018-08-07;0,432328
2018-08-06;0,411768
2018-08-03;0,432691
2018-08-02;0,486887
2018-08-01;0,499614
2018-07-31;0,455340
2018-07-30;0,466801
2018-07-27;0,418530
2018-07-26;0,408693
2018-07-25;0,410133
2018-07-24;0,422936
2018-07-23;0,412976
2018-07-20;0,373768
2018-07-19;0,349904
2018-07-18;0,353032
2018-07-17;0,364348
2018-07-16;0,380319
2018-07-13;0,351296
2018-07-12;0,368500
2018-07-11;0,382103
2018-07-10;0,390726
2018-07-09;0,389374
2018-07-06;0,362142
2018-07-05;0,372925
2018-07-04;0,366454
2018-07-03;0,367780
2018-07-02;0,372806
2018-06-29;0,379056
2018-06-28;0,384136
2018-06-27;0,403643
2018-06-26;0,419619
2018-06-25;0,410356
2018-06-22;0,418218
2018-06-21;0,421250
2018-06-20;0,454339
2018-06-19;0,437481
2018-06-18;0,473904
2018-06-15;0,476254
2018-06-14;0,523486
2018-06-13;0,545187
2018-06-12;0,579570
2018-06-11;0,578347
2018-06-08;0,527201
2018-06-07;0,570430
2018-06-06;0,530916
2018-06-05;0,457404
2018-06-04;0,478934
2018-06-01;0,460792
2018-05-31;0,402467
2018-05-30;0,400422
2018-05-29;0,408926
2018-05-28;0,431265
2018-05-25;0,472715
2018-05-24;0,541149
2018-05-23;0,583833
2018-05-22;0,620133
2018-05-21;0,622119
2018-05-18;0,678812
2018-05-17;0,683835
2018-05-16;0,669383
2018-05-15;0,699666
2018-05-14;0,670558
2018-05-11;0,622381
2018-05-10;0,602243
2018-05-09;0,628827
2018-05-08;0,611346
2018-05-07;0,585991
2018-05-04;0,602189
2018-05-03;0,606465
2018-05-02;0,632955
