
Date,Year % 
2015-07-06,0.943953
2015-07-03,0.991797
2015-07-02,1.038621
2015-07-01,1.011664
2015-06-30,0.952841
2015-06-29,0.986158
2015-06-26,1.072826
2015-06-25,1.003144
2015-06-24,0.968250
2015-06-23,1.027030
2015-06-22,1.024730
2015-06-19,0.913872
2015-06-18,0.943301
2015-06-17,0.960945
2015-06-16,0.960975
2015-06-15,0.945138
2015-06-12,0.981910
2015-06-11,1.016462
2015-06-10,1.075466
2015-06-09,1.056273
2015-06-08,0.976711
2015-06-05,0.954035
2015-06-04,0.927183
2015-06-03,0.930550
2015-06-02,0.753046
2015-06-01,0.592291
2015-05-29,0.609009
2015-05-28,0.628073
2015-05-27,0.659333
2015-05-26,0.677674
2015-05-25,0.708476
2015-05-22,0.708951
2015-05-21,0.724828
2015-05-20,0.700453
2015-05-19,0.708658
2015-05-18,0.746218
2015-05-15,0.737627
2015-05-14,0.790024
2015-05-13,0.738179
2015-05-12,0.774014
2015-05-11,0.656877
2015-05-08,0.621843
2015-05-07,0.656926
2015-05-06,0.628512
2015-05-05,0.540274
2015-05-04,0.481695
2015-04-30,0.416846
2015-04-29,0.324889
2015-04-28,0.221897
2015-04-27,0.233759
2015-04-24,0.227453
2015-04-23,0.224890
2015-04-22,0.200108
2015-04-21,0.162676
2015-04-20,0.134185
2015-04-17,0.137662
2015-04-16,0.153234
2015-04-15,0.173189
2015-04-14,0.210035
2015-04-13,0.226723
2015-04-10,0.235907
2015-04-09,0.237590
2015-04-08,0.255525
2015-04-07,0.269269
2015-04-02,0.262803
2015-04-01,0.236727
2015-03-31,0.263930
2015-03-30,0.273161
2015-03-27,0.289565
2015-03-26,0.298326
2015-03-25,0.297855
2015-03-24,0.290332
2015-03-23,0.277438
2015-03-20,0.240699
2015-03-19,0.244472
2015-03-18,0.256372
2015-03-17,0.319061
2015-03-16,0.292570
2015-03-13,0.298004
2015-03-12,0.267535
2015-03-11,0.239706
2015-03-10,0.268223
2015-03-09,0.353057
2015-03-06,0.412651
2015-03-05,0.393721
2015-03-04,0.421917
2015-03-03,0.414454
2015-03-02,0.380265
2015-02-27,0.369133
2015-02-26,0.346397
2015-02-25,0.393757
2015-02-24,0.447935
2015-02-23,0.431326
2015-02-20,0.410882
2015-02-19,0.448995
2015-02-18,0.450530
2015-02-17,0.415549
2015-02-16,0.405519
2015-02-13,0.397890
2015-02-12,0.401667
2015-02-11,0.429262
2015-02-10,0.441895
2015-02-09,0.418105
2015-02-06,0.409176
2015-02-05,0.416132
2015-02-04,0.408738
2015-02-03,0.384821
2015-02-02,0.353177
2015-01-30,0.393620
2015-01-29,0.414661
2015-01-28,0.433166
2015-01-27,0.439318
2015-01-26,0.423434
2015-01-23,0.421745
2015-01-22,0.614790
2015-01-21,0.545735
2015-01-20,0.501299
2015-01-19,0.484039
2015-01-16,0.485742
2015-01-15,0.495677
2015-01-14,0.492938
2015-01-13,0.552197
2015-01-12,0.555439
2015-01-09,0.610213
2015-01-08,0.598710
2015-01-07,0.564407
2015-01-06,0.530988
2015-01-05,0.591801
2015-01-02,0.611411
